Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,Survey ID,visited_before,how_many_past_visits,What words or phrases on this list do you most associate with George Washington? Select all that apply.,,,,,,,,,,,,,,,,George Washington’s choices and actions affected many people who lived during his time,People living at the same time as George Washington influenced the choices he made,People in the past had the same values and beliefs as people today,George Washington's choices and actions do not affect the world today,The choices and actions of ordinary people from George Washington’s lifetime influenced the world today,George Washington was able to set his emotions aside to make important decisions,People and societies' beliefs and values change over time,Other (please specify),perceptions GW actions,One very important decision George Washington is remembered for was stepping away from the role of president when he could have been elected again.  How do you think George Washington felt when he stepped down as president? Why do you think he felt what way?,Imagine George Washington decided to stay president instead of stepping away from the role of president.  How do you think our world might be different today?  Anything else?,I do not think regular people can do much to make their community a better place,I think public figures can make the world a better place,I am inspired by the actions of regular people from the past to make the world a better place,I am inspired by in the actions of public figures from the past to make the world a better place,[TREATMENT ONLY] What was the highlight of your visit?  Tell me why that was the highlight.,[TREATMENT ONLY] What did you think about or learn at Mount Vernon that is relevant or inspiring to you?,I thought Mount Vernon presented information about the past from many different people's perspectives,I will tell my friends or family about my visit to Mount Vernon,I thought Mount Vernon was boring,I was surprised at how much I didn't know about George Washington and his life,I thought Mount Vernon was fun,I felt frustrated while visiting Mount Vernon,I'm curious to learn more about how George Washington influenced the world today,I felt amazed by Mount Vernon,I learned a lot more about hired workers and enslaved individuals at Mount Vernon than I expected,Visited GW house inside,Visited GW house outside,Visited slave quarters,Visited outbuildings,Visited farm,Visited Museum Ed Center,Saw live animals,Visited gardens orchards,Visited new tomb,Visited slave memorial,Visited Gristmill or Distillery,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,Ate at the food truck,Ate at Mount Vernon Inn restaurant,Visited the shops,Attended a wreath laying or flag raising,Activity cart/discovery station,Hands on History Room,Took a picture of something I thought was interesting,,What is your favorite subject to learn about? Select one:,,Are you part of any clubs or youth organizations?,How old are you?,What state do you live in?,[If VA or MD] what city do you live in? ,Study group,Observed Gender:,Only child in group,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Day ,Date,Time ,Data Collector:,,Any programs happening?,,Other Notes
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:25,69.255.24.203,,LG040,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,All positive,"I think he felt proud that he was president for a while and that he changed the world, because he was a controller for a while, he was powerful.","Well, if he was President again I think he would be different because he would be in charge instead of someone else and the laws would be different.",Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,9,New Jersey,,Control (entry),Boy,,,Group included child(ren) 4-7,,,Group included child(ren) 15-17,Weekday,6/13/2022,Morning,LG,,No,,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:22,69.255.24.203,,LG039,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,,,Leader,,,,,,,,,,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,All positive,probably disappointed a little because he didn't want to be president again.,He probably would have changed it a little like adding stuff that we don't have today.,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,Yes,9,Texas,,Control (entry),Boy,,,,,,Group included child(ren) 15-17,Weekday,6/13/2022,Morning,LG,,No,,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:20,69.255.24.203,,LG038,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,,,,Husband/family man,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,All positive,Did he do it on purpose? Maybe he was trying to make the world a better place because he was a positive man.,He would have been the first and second President and it would be different. I don't know how.,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,9,California,,Control (entry),Girl,Only child in group,,,,,,Weekday,6/13/2022,Morning,LG,,No,,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:17,69.255.24.203,,LG037,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,Innovator,,,,,,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,Mostly positive and a little negative,I think he felt that he did a lot of stuff and kind of wanted a break from being a leader and wanted to give someone else a chance because he thought he deserved it.,I don't think anything would change with him hearing a third term. It would affect having a term limit. Everyone would have more than two terms.,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,10,Arizona,,Control (entry),Boy,,,Group included child(ren) 4-7,,,,Weekday,6/13/2022,Morning,LG,,No,,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:14,69.255.24.203,,SM113,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,Founder,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,"Give other people chances to be president, felt like he couldn't be president for too long.","No one else would be president, there would only be George Washington.",Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,10,Virginia,Ashburn,Control (entry),Boy,,,Group included child(ren) 4-7,,,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:12,69.255.24.203,,SM112,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,All positive,"Relieved because he doesn't have as much work to do, he would have less stress.","It would be different, not sure how it would be different, but it would.",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Drawing and painting,No,8,"Ontario, Canada",,Control (entry),Girl,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:10,69.255.24.203,,SM111,"No, I have not visited before today [skip to Q3]",2 times,President,General,Soldier,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Glad to take a break and go back to his family,"More history about George Washington, maybe he would have taken over more lands, there would have been more wars.",Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,11,District of Columbia,,Control (entry),Boy,,,,,Group included child(ren) 11-14,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:08,69.255.24.203,,SM110,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,Founder,,Advocate for religious freedom,Husband/family man,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Sad because he let people down.,I don't know if it would be different. (*See notes),Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,10,Michigan,,Control (entry),Boy,,,,,Group included child(ren) 11-14,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,"Question 7: Parent asked child to consider ""What did GW do? "" When child struggled to come up with a response for this question. Child still didn't know how it would be different, or if it would be at all."
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:05,69.255.24.203,,SM109,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,,,,,,,,,,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,Sad or embarrassed because people were laughing at him or sad because one of his family members dies and that's why he stepped down.,It would affect how many terms someone could run for.,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,11,Iowa,,Control (entry),Girl,,,,,Group included child(ren) 11-14,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,9/28/2022 11:10,9/28/2022 12:03,69.255.24.203,,SM108,"No, I have not visited before today [skip to Q3]",,President,General,,,,,,,Founder,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,All positive,I don't know,"I don't know. It would be different, just not sure how.",Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,9,Michigan,,Control (entry),Girl,,,,,,Group included child(ren) 15-17,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,Questions 6&7 child appeared defeated/frustrated and unwilling to consider questions for longer than a few seconds.
1.14E+11,421179304,9/28/2022 11:11,9/28/2022 11:57,69.255.24.203,,SM107,"Yes, I have visited before",2 times,,General,,,,,,,,Innovator,,,,,,,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,All positive,"He felt he wanted to give someone else a turn, because he's a good leader and kind person.",More slaves and more bossy.,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,9,VA,Vienna,Control (entry),Boy,,Group included child(ren) 0-3,Group included child(ren) 4-7,,,,Weekend day,7/10/2022,Afternoon,,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,9/28/2022 11:11,9/28/2022 11:55,69.255.24.203,,SM106,"Yes, I have visited before",1 time,President,,,Farmer,,,Leader,,,,,,,,,See notes.,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,"A bit sad because he held a lot of power, people wanted him to stay. Happy to spend time with family.","A bit more like George Washington wanted it to be, a bit more organized.",Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,9,VA,Falls Church,Control (entry),Boy,Only child in group,,,,,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,"Child responded with ""all of the options,"" for question 3. I asked him to choose his top 3, his responses are marked."
1.14E+11,421179304,9/28/2022 11:11,9/28/2022 11:49,69.255.24.203,,SM105,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,,,Advocate for religious freedom,,,,,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,All positive,"Sad, a little happy, he gets to spend time with family, but he liked being president.","George Washington might have gone bigger or gone home, he would have made bigger choices.",Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,No,9,VA,Woodbridge,Control (entry),Girl,,Group included child(ren) 0-3,,,,,Weekend day,7/10/2022,Afternoon,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,8/22/2022 18:22,8/23/2022 11:40,75.170.107.132,,SM104,"Yes, I have visited before",1 time,President,,Soldier,,,,Leader,,,,,,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,Mostly positive and a little negative,"Felt proud because he was 1st president, maybe a little happy to go back to farm.","People would be able to run for 3 times as president, it would influence the world.",Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,10,District of Columbia,,Control (entry),Girl,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),,,Weekend day,7/10/2022,Morning,SM,,Yes (please specify),Wheat threshing demo multiple times today,"Child was surrounded by 3 other children who were shouting out answers and possibly influencing interviewee. Child didn't seem too swayed by her peers, except for question 4F - She provided same response as her peers."
1.14E+11,421179304,8/22/2022 18:22,8/23/2022 11:36,75.170.107.132,,SM103,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,Founder,,,,,,,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,Mostly positive and a little negative,"Fine, cause he wanted to let someone else be president","What did Thomas Jefferson do? I don't know. (Child responded to my question with a question about Thomas Jefferson, Declaration of Independence, etc. didn't want to answer question).",Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Math and puzzles,,No,9,Delaware,,Control (entry),Girl,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekend day,7/10/2022,Morning,SM,,Yes (please specify),Wheat threshing demo multiple times today,"Child seemed very distracted and seemed more interested in trying to read what I was marking/writing on survey. Q4: Child didn't know what ""influenced"" meant; rephrased question as ""people living at the same time as George Washington helped him make the choices he made""; ""The choices and actions of people living at the same time as George Washington helped create the world today."""
1.14E+11,421179304,8/22/2022 18:22,8/23/2022 11:32,75.170.107.132,,SM102,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,He felt ready for a break because he had been president for a long time.,Not really sure. We probably would have had less presidents.,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,9,Virginia,Vienna,Control (entry),Girl,,,,,Group included child(ren) 11-14,,Weekend day,7/10/2022,Morning,SM,,Yes (please specify),Wheat threshing demo multiple times today,
1.14E+11,421179304,8/22/2022 18:22,8/23/2022 11:30,75.170.107.132,,SM101,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,All positive,"Relief, he could stop worrying about everyone. Sad that he had to stop being president.","Less presidents today, next person after GW wouldn't have been president.",Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,Yes,10,Missouri,,Control (entry),Girl,,,,,Group included child(ren) 11-14,Group included child(ren) 15-17,Weekend day,7/10/2022,Morning,SM,,Yes (please specify),Wheat threshing demo multiple times today,"Family was participating in private tour/outsie tour leader (not a Mount Vernon employee), but was not part of a larger group."
1.14E+11,421179304,8/22/2022 18:18,8/22/2022 18:31,75.170.107.132,,SM100,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,All positive,Good because he needed a break when he was tired.,"Would be different, but not sure how it would be different.",Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,8,Kentucky,,Control (entry),Boy,,,,,Group included child(ren) 11-14,,Weekend day,7/10/2022,Morning,SM,,Yes (please specify),Wheat threshing demo multiple times today,
